iter	Logloss
405	0.0907322311
406	0.09066240515
407	0.09061186753
408	0.09049247193
409	0.09044161513
410	0.09034841265
411	0.09026125425
412	0.09020445037
413	0.09014650054
414	0.09007881993
415	0.08998082731
416	0.08991106209
417	0.08984386893
418	0.08974635553
419	0.08963917618
420	0.08952949471
421	0.08940112595
422	0.08937605096
423	0.08929235262
424	0.08918994202
425	0.08917424543
426	0.08908200974
427	0.08904040803
428	0.08895342795
429	0.08880568599
430	0.08863120186
431	0.0885822115
432	0.08853569131
433	0.08845149753
434	0.08838543298
435	0.08820746571
436	0.08811977393
437	0.08804387144
438	0.08792953157
439	0.08779908271
440	0.08773776005
441	0.08771771611
442	0.08762336865
443	0.08749114731
444	0.08743867455
445	0.08733890346
446	0.08729024028
447	0.08724043212
448	0.08717235573
449	0.08710769919
450	0.0870698882
451	0.08700062774
452	0.08688032912
453	0.0867978871
454	0.08671807874
455	0.08663876346
456	0.08657027828
457	0.0865045629
458	0.08640301735
459	0.08633555963
460	0.08625306828
461	0.0861453089
462	0.0860360559
463	0.08601809817
464	0.08594981503
465	0.08585514456
466	0.08579912774
467	0.08570039975
468	0.08561914605
469	0.08553060347
470	0.08548763066
471	0.08541270166
472	0.08531441776
473	0.08522394737
474	0.08516931032
475	0.08510353819
476	0.08506991951
477	0.08495572155
478	0.08487239262
479	0.08479109476
480	0.08472216761
481	0.08466695339
482	0.08460051391
483	0.08447827032
484	0.08439240475
485	0.08430772192
486	0.08426118014
487	0.08417741378
488	0.08414521474
489	0.08405533817
490	0.08397793106
491	0.08389958695
492	0.08388688918
493	0.08386221699
494	0.0837838443
495	0.08371783616
496	0.08366607093
497	0.08356498714
498	0.08346883888
499	0.08340746365
500	0.08331803306
501	0.08320145349
502	0.08313947235
503	0.08308782042
504	0.08297596831
505	0.08286612403
506	0.08280882513
507	0.08270838995
508	0.08266409131
509	0.08257221097
510	0.08248294366
511	0.0824315253
512	0.08233289081
513	0.08226088244
514	0.08216722696
515	0.08207232191
516	0.08197607843
517	0.08189237856
518	0.08181727569
519	0.08175505851
520	0.08166269332
521	0.08157069271
522	0.08146923217
523	0.08139924007
524	0.08127954879
525	0.08118528433
526	0.08113161605
527	0.08111736278
528	0.08103960494
529	0.0809786811
530	0.08090154423
531	0.08080442674
532	0.08072059613
533	0.08062237173
534	0.08058262603
535	0.08045857731
536	0.08038127984
537	0.08031644196
538	0.08027421821
539	0.08025192034
540	0.08019710651
541	0.08016825058
542	0.08014843354
543	0.08008735596
544	0.08007642922
545	0.07998200389
546	0.07989084433
547	0.07981954366
548	0.07975127752
549	0.07965430213
550	0.07959296245
551	0.07948268111
552	0.07940682562
553	0.07932982396
554	0.07925761151
555	0.07918549592
556	0.07911658626
557	0.07903079067
558	0.07894367133
559	0.07889489735
560	0.07886443815
561	0.07877999754
562	0.07871760368
563	0.07865245378
564	0.07859835591
565	0.07857149927
566	0.07851514659
567	0.07844794361
568	0.07835387458
569	0.07834150486
570	0.07825739681
571	0.07819330658
572	0.07816431833
573	0.07810005411
574	0.07804062338
575	0.07798813184
576	0.07791024909
577	0.07782733476
578	0.07779202641
579	0.07776596
580	0.07772033328
581	0.07767186131
582	0.07762199758
583	0.07758875438
584	0.07747155954
585	0.07742660507
586	0.07736561243
587	0.07727796467
588	0.0772503363
589	0.07720242468
590	0.07711819224
591	0.07705743191
592	0.07702998326
593	0.07690444163
594	0.07681375138
595	0.0767397185
596	0.07665173018
597	0.07660895562
598	0.07655150778
599	0.07652027335
600	0.07644546055
601	0.07638871758
602	0.07628168681
603	0.07625079043
604	0.07619536582
605	0.07611387663
606	0.07603050408
607	0.07593605669
608	0.07586990629
609	0.07585015131
610	0.07579373916
611	0.07573735442
612	0.0756920362
613	0.0756481231
614	0.07558148261
615	0.07555524293
616	0.07544239963
617	0.07537240039
618	0.075307755
619	0.07520225903
620	0.07513253791
621	0.07505307791
622	0.0750238614
623	0.0749699157
624	0.07492809457
625	0.0748689884
626	0.0748120179
627	0.07477020661
628	0.07470074277
629	0.07463143179
630	0.0745766533
631	0.07449721573
632	0.07442026514
633	0.07433284767
634	0.07426526407
635	0.07419682934
636	0.07410046435
637	0.07402331038
638	0.07398348511
639	0.07396389225
640	0.0739065959
641	0.07388139923
642	0.07378281543
643	0.07370445923
644	0.07367711936
645	0.07364947117
646	0.07359487472
647	0.07357109039
648	0.07351763529
649	0.07341417152
650	0.07334048618
651	0.07326210975
652	0.0732003411
653	0.073132619
654	0.07309673764
655	0.07303331416
656	0.07296603651
657	0.07292884775
658	0.07285591155
659	0.07279060747
660	0.07275172596
661	0.07267815819
662	0.07264182158
663	0.07258283809
664	0.07253531637
665	0.07252405259
666	0.07249828486
667	0.07247759366
668	0.07244094041
669	0.07237046182
670	0.07228056564
671	0.07226073517
672	0.07222541077
673	0.07220574661
674	0.07217338423
675	0.0720726044
676	0.07200231822
677	0.0719190165
678	0.07183483968
679	0.07181526628
680	0.07172892911
681	0.07170495508
682	0.07162143807
683	0.07159816473
684	0.07156697088
685	0.07153413949
686	0.07144944893
687	0.07140718056
688	0.07137962192
689	0.07130903084
690	0.07127719282
691	0.07125686868
692	0.07119235554
693	0.07113429864
694	0.0710374386
695	0.07100950046
696	0.07095172499
697	0.07092986597
698	0.07085005481
699	0.0707669454
700	0.07071591157
701	0.07066519657
702	0.07061377233
703	0.0705294386
704	0.07047964629
705	0.07042353197
706	0.07034578671
707	0.07025219499
708	0.07023117383
709	0.07016373196
710	0.07009266188
711	0.07007509342
712	0.070002805
713	0.06992674625
714	0.06987855464
715	0.06979423075
716	0.06972324261
717	0.06969163678
718	0.06960549974
719	0.06955574845
720	0.06950751424
721	0.06948310258
722	0.06945727161
723	0.06939210163
724	0.06934523775
725	0.06925145717
726	0.06920506213
727	0.06918669769
728	0.06916254467
729	0.0690845256
730	0.06901686645
731	0.06898915708
732	0.06892396352
733	0.06884807303
734	0.06877266537
735	0.0686915328
736	0.06866598852
737	0.06860024388
738	0.06853174775
739	0.06847542003
740	0.06845157918
741	0.06838853603
742	0.06833667815
743	0.06829175831
744	0.06822225073
745	0.0682119601
746	0.06818238898
747	0.06815263121
748	0.06808369491
749	0.06803335857
750	0.06799246604
751	0.06791750673
752	0.06789869894
753	0.06783180343
754	0.06780308672
755	0.06775660383
756	0.06767895195
757	0.06760357283
758	0.06755866276
759	0.06749513714
760	0.0674793651
761	0.0674361768
762	0.06736961792
763	0.06734212284
764	0.06728500257
765	0.0672257487
766	0.0671742737
767	0.06715912328
768	0.06710675874
769	0.06704193271
770	0.06699337642
771	0.06692882046
772	0.06686334488
773	0.06681854225
774	0.06676956201
775	0.06670826038
776	0.0666802681
777	0.06666553593
778	0.06660244309
779	0.06658027223
780	0.06652178432
781	0.06647222753
782	0.06640973625
783	0.06640061209
784	0.06635807672
785	0.06633537513
786	0.06628507329
787	0.06623629461
788	0.06617850768
789	0.06614596793
790	0.066087347
791	0.06603995867
792	0.06598324416
793	0.06593681887
794	0.0658905432
795	0.06584561005
796	0.06578826245
797	0.06574324998
798	0.06571709929
799	0.06565720065
800	0.06559889613
801	0.06553323388
802	0.06545730635
803	0.06538852453
804	0.06534827395
805	0.06529141337
806	0.06520892463
807	0.0651681747
808	0.0650959724
809	0.06504280543
810	0.06496035735
811	0.06494067225
812	0.06489973754
813	0.06483824876
814	0.06478371061
815	0.06473519798
816	0.06472257223
817	0.06470866538
818	0.06465127572
819	0.06463219682
820	0.06458059825
821	0.06452605358
822	0.06447282101
823	0.06441657522
824	0.06439968669
825	0.06437526751
826	0.06430234243
827	0.06428843527
828	0.0642298214
829	0.06418587357
830	0.0641463894
831	0.06409416696
832	0.06403440063
833	0.06396509289
834	0.06391084037
835	0.06385959083
836	0.06379751866
837	0.06376671731
838	0.06371548933
839	0.06364511025
840	0.06362407563
841	0.06356668563
842	0.06352906714
843	0.06346298028
844	0.06339980787
845	0.06335419447
846	0.06329431743
847	0.06327841574
848	0.06322800938
849	0.06317259123
850	0.06315933323
851	0.06315198244
852	0.06310841537
853	0.06300545558
854	0.06295653784
855	0.06293510258
856	0.06289911615
857	0.06287229583
858	0.06285227517
859	0.06279846967
860	0.06275213139
861	0.06270953585
862	0.06265394973
863	0.06263115463
864	0.06258094725
865	0.06251306147
866	0.06247389305
867	0.06242407911
868	0.0623585273
869	0.06227674781
870	0.06223278731
871	0.06213445383
872	0.06208575178
873	0.062037895
874	0.06198430696
875	0.06192029001
876	0.06187920931
877	0.06182964841
878	0.06176246631
879	0.06171071763
880	0.06166418437
881	0.06160243766
882	0.06156242771
883	0.06147834379
884	0.06140819382
885	0.06135796168
886	0.061328278
887	0.061303025
888	0.06128080371
889	0.06122208772
890	0.06117459758
891	0.06115308339
892	0.06109646945
893	0.06105674698
894	0.06100402414
895	0.06096063391
896	0.06092207109
897	0.06087504308
898	0.06086140575
899	0.06076820764
900	0.0607426983
901	0.06069350837
902	0.06060348885
903	0.06052743472
904	0.06048199981
905	0.06042273595
906	0.06035656495
907	0.0603401442
908	0.06028621246
909	0.0602665605
910	0.06022261755
911	0.06017005489
912	0.06009637973
913	0.06007729116
914	0.06003887858
915	0.06002321338
916	0.05998509381
917	0.0598986566
918	0.05987838187
919	0.05986794862
920	0.05983385679
921	0.05978923464
922	0.05975322781
923	0.05971365698
924	0.05969533229
925	0.0596529266
926	0.05958915929
927	0.05953934768
928	0.05949397427
929	0.05944287125
930	0.05939861832
931	0.05936023408
932	0.05931037452
933	0.05928679247
934	0.05926743467
935	0.05922681373
936	0.05917815884
937	0.05913639617
938	0.05905318794
939	0.05903436626
940	0.05895914178
941	0.05892114997
942	0.05884083253
943	0.05876293103
944	0.05872271453
945	0.05865814539
946	0.05861114026
947	0.0585614772
948	0.05850741437
949	0.05849132002
950	0.05844708678
951	0.05842428581
952	0.05836999914
953	0.05830560852
954	0.05827658735
955	0.05827086417
956	0.05823164838
957	0.05819010698
958	0.0581379637
959	0.05808763105
960	0.05804271955
961	0.05800482234
962	0.05798723971
963	0.05795060871
964	0.05792057404
965	0.05790166103
966	0.05785788029
967	0.0578157053
968	0.05775542461
969	0.05773831841
970	0.05771086708
971	0.05767430778
972	0.05761292574
973	0.05755013595
974	0.05751381256
975	0.05747459356
976	0.05744116576
977	0.05737326259
978	0.05731428041
979	0.05727087417
980	0.05723915319
981	0.05720306402
982	0.05716808191
983	0.05712712623
984	0.05711048362
985	0.0570350246
986	0.05699199964
987	0.05697724361
988	0.0568959769
989	0.05683887113
990	0.05678805343
991	0.05677180573
992	0.0567341689
993	0.05671836022
994	0.05670403431
995	0.05666386291
996	0.05659891016
997	0.05658471656
998	0.05653986162
999	0.05649104109
